Critic_Score,Platform,Genre,Publisher,Name,Global_Sales
89.0,XB,Sports,Electronic Arts,Tiger Woods PGA Tour 2004,0.62
70.0,PS3,Racing,Atari,Test Drive Unlimited 2,0.62
71.0,PS2,Platform,THQ,Tak 2: The Staff of Dreams,0.62
75.0,PS3,Misc,Ubisoft,Just Dance 3,0.62
71.0,3DS,Action,Disney Interactive Studios,LEGO Pirates of the Caribbean: The Video Game,0.62
46.0,Wii,Racing,Nintendo,Donkey Kong Barrel Blast,0.62
93.0,GC,Action,Capcom,Viewtiful Joe,0.62
72.0,GBA,Simulation,Electronic Arts,The Urbz: Sims in the City,0.62
86.0,PS3,Misc,Activision,Guitar Hero: Metallica,0.62
48.0,PS2,Sports,Other,Strike Force Bowling,0.62
80.0,Wii,Shooter,Ubisoft,Red Steel 2,0.62
68.0,PS2,Racing,Eidos Interactive,XGRA: Extreme G-Racing Association,0.62
67.0,XOne,Action,Take-Two Interactive,Mafia III,0.62
74.0,X360,Action,Ubisoft,Prince of Persia: The Forgotten Sands,0.62
70.0,PS3,Action,Other,Warriors Orochi 3,0.62
88.0,Wii,Misc,Activision,DJ Hero 2,0.62
80.0,X360,Sports,Electronic Arts,Tiger Woods PGA Tour 12: The Masters,0.62
50.0,X360,Platform,THQ,Wall-E,0.62
48.0,DS,Action,Electronic Arts,Harry Potter and the Half-Blood Prince,0.61
68.0,PS3,Role-Playing,Square Enix,NieR,0.61
73.0,PS3,Sports,Electronic Arts,2014 FIFA World Cup Brazil,0.61
82.0,PS3,Sports,Take-Two Interactive,NBA 2K9,0.61
72.0,XB,Sports,Microsoft Game Studios,NFL Fever 2003,0.61
58.0,PS2,Action,Tecmo Koei,Samurai Warriors 2,0.61
70.0,PS3,Shooter,Bethesda Softworks,Wet,0.61
56.0,3DS,Simulation,505 Games,Cooking Mama 4: Kitchen Magic!,0.61
73.0,3DS,Action,Warner Bros. Interactive Entertainment,Scribblenauts: Unlimited,0.61
81.0,DS,Role-Playing,Nintendo,Fire Emblem: Shadow Dragon,0.61
75.0,PS4,Shooter,Electronic Arts,Plants vs. Zombies: Garden Warfare,0.61
91.0,Wii,Shooter,Nintendo,Metroid Prime: Trilogy,0.61
72.0,PS2,Shooter,TDK Mediactive,Robotech: Battlecry,0.61
70.0,PS3,Action,Disney Interactive Studios,Disney Universe,0.61
86.0,DS,Strategy,Nintendo,Advance Wars: Days of Ruin,0.61
71.0,PSP,Platform,Sony Computer Entertainment,Jak and Daxter: The Lost Frontier,0.61
49.0,GBA,Misc,Majesco Entertainment,Texas Hold 'Em Poker,0.61
81.0,PS2,Shooter,Namco Bandai Games,Time Crisis 3,0.61
84.0,PS3,Shooter,Sega,Vanquish,0.61
87.0,PSV,Adventure,Other,Tearaway,0.61
90.0,XB,Shooter,Electronic Arts,Half-Life 2,0.61
46.0,X360,Sports,Activision,Tony Hawk: RIDE,0.61
77.0,PS3,Shooter,Take-Two Interactive,Borderlands: The Pre-Sequel,0.61
70.0,X360,Sports,Bethesda Softworks,Major League Baseball 2K8,0.61
70.0,PS3,Role-Playing,Deep Silver,Sacred 2: Fallen Angel,0.61
79.0,X360,Sports,Konami Digital Entertainment,pro evolution soccer 2011,0.61
64.0,X360,Sports,Other,Major League Baseball 2K9,0.61
85.0,GBA,Role-Playing,Nintendo,Final Fantasy IV Advance,0.61
58.0,PS3,Fighting,Namco Bandai Games,Dragon Ball Z: Ultimate Tenkaichi,0.61
76.0,GBA,Sports,Electronic Arts,Madden NFL 2003,0.61
71.0,GBA,Action,Electronic Arts,Harry Potter and the Goblet of Fire,0.61
62.0,GBA,Action,Atari,Dragon Ball Z: Buu's Fury,0.61
89.0,GC,Sports,Electronic Arts,Madden NFL 2002,0.61
84.0,GBA,Action,Activision,Spider-Man: Mysterio's Menace,0.61
67.0,DS,Racing,Electronic Arts,MySims Racing,0.61
75.0,PS2,Fighting,Atari,Naruto: Ultimate Ninja,0.61
59.0,Wii,Misc,Namco Bandai Games,Pac-Man Party,0.61
86.0,GBA,Sports,Activision,Tony Hawk's Underground,0.6
45.0,PS2,Platform,Sega,Shadow The Hedgehog,0.6
80.0,GC,Racing,Nintendo,Wave Race: Blue Storm,0.6
43.0,PS3,Shooter,Sega,Aliens: Colonial Marines,0.6
51.0,PS2,Fighting,Eidos Interactive,Backyard Wrestling: Don't Try This at Home,0.6
64.0,PS3,Shooter,Sega,Yakuza: Dead Souls,0.6
88.0,XB,Fighting,Electronic Arts,Fight Night Round 2,0.6
62.0,PS3,Action,Deep Silver,Dead Island: Riptide,0.6
60.0,XOne,Sports,Microsoft Game Studios,Kinect Sports Rivals,0.6
72.0,PS2,Sports,Take-Two Interactive,NBA 2K8,0.6
68.0,PS3,Action,Tecmo Koei,Dynasty Warriors 8,0.6
71.0,WiiU,Action,Disney Interactive Studios,Disney Infinity,0.6
61.0,PS2,Platform,Sony Computer Entertainment,Secret Agent Clank,0.6
77.0,X360,Shooter,Ubisoft,Call of Juarez: Bound in Blood,0.6
32.0,X360,Fighting,Ubisoft,Fighters Uncaged,0.6
63.0,PS2,Racing,Ubisoft,Rayman Arena,0.6
52.0,PS2,Action,THQ,Jaws Unleashed,0.6
87.0,PS2,Shooter,Vivendi Games,Half-Life,0.6
81.0,PS2,Racing,Infogrames,NASCAR Heat 2002,0.6
82.0,X360,Racing,Disney Interactive Studios,Split/Second,0.6
43.0,DS,Action,Sega,The Golden Compass,0.6
35.0,Wii,Action,Sega,The Golden Compass,0.6
81.0,Wii,Role-Playing,Rising Star Games,Muramasa: The Demon Blade,0.6
90.0,Wii,Action,Capcom,Okami,0.6
72.0,PS4,Action,Warner Bros. Interactive Entertainment,LEGO The Hobbit,0.6
69.0,PS4,Sports,Take-Two Interactive,WWE 2K17,0.6
72.0,WiiU,Misc,Ubisoft,Just Dance 2014,0.6
60.0,PS4,Sports,Electronic Arts,NHL 15,0.6
90.0,PC,Strategy,Sega,Total War: Shogun 2,0.6
71.0,PS2,Sports,Other,Major League Baseball 2K7,0.6
69.0,DS,Simulation,Electronic Arts,SimCity DS,0.6
62.0,PS2,Racing,THQ,Hot Wheels: Stunt Track Challenge,0.59
56.0,X360,Misc,Electronic Arts,Monopoly,0.59
44.0,PS3,Sports,Activision,Tony Hawk: RIDE,0.59
80.0,GC,Shooter,Electronic Arts,Medal of Honor: Frontline,0.59
86.0,PC,Action,Electronic Arts,Dead Space,0.59
70.0,PS,Sports,Midway Games,NFL Blitz 2001,0.59
88.0,PS3,Sports,Electronic Arts,NHL 11,0.59
83.0,PS3,Action,Sega,Yakuza 5,0.59
73.0,PS2,Sports,Electronic Arts,2002 FIFA World Cup,0.59
90.0,XB,Sports,Electronic Arts,MVP Baseball 2004,0.59
62.0,GC,Platform,Universal Interactive,Crash Bandicoot: The Wrath of Cortex,0.59
72.0,XOne,Sports,Take-Two Interactive,WWE 2K16,0.59
88.0,PC,Action,Ubisoft,Assassin's Creed: Brotherhood,0.59
73.0,XB,Sports,Microsoft Game Studios,Dead or Alive Xtreme Beach Volleyball,0.59
77.0,PS2,Action,Konami Digital Entertainment,Silent Hill: Shattered Memories,0.59
82.0,X360,Racing,Activision,Blur,0.59
74.0,X360,Sports,Electronic Arts,Madden NFL 06,0.59
60.0,DS,Racing,Ubisoft,Asphalt: Urban GT,0.59
81.0,PS2,Platform,Capcom,Mega Man Anniversary Collection,0.59
66.0,PS3,Action,Konami Digital Entertainment,Metal Gear Solid V: Ground Zeroes,0.59
81.0,GBA,Simulation,Ubisoft,Harvest Moon: Friends of Mineral Town,0.59
80.0,X360,Action,Ubisoft,Naruto: The Broken Bond,0.59
82.0,DS,Misc,Nintendo,WarioWare D.I.Y.,0.59
44.0,Wii,Action,Sega,Iron Man,0.59
48.0,PS3,Fighting,Sony Computer Entertainment,The Fight: Lights Out,0.59
58.0,PS2,Action,Capcom,Mega Man X7,0.58
90.0,PC,Shooter,Square Enix,Deus Ex: Human Revolution,0.58
67.0,PSP,Role-Playing,Square Enix,Final Fantasy Anniversary Edition,0.58
77.0,X360,Fighting,Namco Bandai Games,SoulCalibur V,0.58
58.0,PS2,Role-Playing,Square Enix,Romancing SaGa,0.58
55.0,X360,Action,Ubisoft,Lost: Via Domus,0.58
68.0,Wii,Action,Take-Two Interactive,Top Spin 3,0.58
33.0,X360,Misc,Warner Bros. Interactive Entertainment,Game Party in Motion,0.58
73.0,PS2,Role-Playing,Electronic Arts,The Lord of the Rings: The Third Age,0.58
74.0,DS,Shooter,Activision,Call of Duty: Black Ops,0.58
81.0,PS3,Sports,Electronic Arts,NCAA Football 09,0.58
90.0,PS3,Sports,Sony Computer Entertainment,MLB 11: The Show,0.58
68.0,X360,Adventure,Microsoft Game Studios,Kinect Rush: A Disney Pixar Adventure,0.58
89.0,WiiU,Platform,Activision,Skylanders SWAP Force,0.58
38.0,PS2,Action,Atari,Terminator 3: Rise of the Machines,0.58
74.0,Wii,Misc,Activision,Guitar Hero: Smash Hits,0.58
73.0,X360,Action,Ubisoft,Tom Clancy's HAWX,0.58
70.0,PS3,Adventure,Electronic Arts,Alice: Madness Returns,0.58
83.0,3DS,Role-Playing,Atlus,Shin Megami Tensei IV,0.58
84.0,X360,Sports,Take-Two Interactive,NBA 2K7,0.58
86.0,PS3,Sports,Electronic Arts,NHL 12,0.58
84.0,PS2,Racing,Unknown,NASCAR: Dirt to Daytona,0.58
77.0,PS2,Shooter,Infogrames,Unreal Tournament,0.58
42.0,PS,Role-Playing,Namco Bandai Games,Digimon World 2,0.58
85.0,XB,Action,Ubisoft,Prince of Persia: The Two Thrones,0.58
71.0,PS3,Fighting,Namco Bandai Games,JoJo's Bizarre Adventure: All Star Battle,0.58
78.0,PS2,Shooter,Konami Digital Entertainment,Contra: Shattered Soldier,0.58
71.0,DS,Role-Playing,Square Enix,Final Fantasy: The 4 Heroes of Light,0.58
91.0,PS3,Platform,Ubisoft,Rayman Legends,0.58
79.0,PSV,Sports,Electronic Arts,FIFA Soccer,0.58
77.0,PS,Action,Activision,Tenchu 2: Birth of the Stealth Assassins,0.58
91.0,GC,Sports,Activision,Tony Hawk's Pro Skater 4,0.58
52.0,PS2,Action,Namco Bandai Games,Naruto: Uzumaki Chronicles 2,0.58
78.0,PS2,Sports,Electronic Arts,NHL 06,0.58
79.0,PS,Role-Playing,Other,Parasite Eve II,0.58
70.0,Wii,Sports,Electronic Arts,Skate it,0.58
90.0,XB,Sports,Unknown,Madden NFL 2002,0.58
76.0,Wii,Action,Disney Interactive Studios,Phineas and Ferb: Across the 2nd Dimension,0.57
85.0,XB,Shooter,Ubisoft,Far Cry Instincts,0.57
85.0,GBA,Sports,Activision,Tony Hawk's Pro Skater 4,0.57
63.0,PSP,Racing,SouthPeak Games,ATV Offroad Fury: Blazin' Trails,0.57
78.0,PS2,Role-Playing,Namco Bandai Games,Tales of the Abyss,0.57
75.0,X360,Shooter,505 Games,Payday 2,0.57
62.0,X360,Shooter,Midway Games,Blacksite: Area 51,0.57
60.0,GBA,Action,Vivendi Games,Spyro Orange: The Cortex Conspiracy,0.57
89.0,PS3,Strategy,Take-Two Interactive,XCOM: Enemy Unknown,0.57
82.0,3DS,Action,Activision,Skylanders: Spyro's Adventure,0.57
81.0,PC,Simulation,Electronic Arts,The Sims 3: World Adventures,0.57
86.0,GC,Sports,Electronic Arts,Madden NFL 06,0.57
87.0,XOne,Shooter,Electronic Arts,Titanfall 2,0.57
87.0,PS3,Fighting,PQube,BlazBlue: Calamity Trigger,0.57
45.0,X360,Action,Sega,Iron Man,0.57
73.0,PS2,Fighting,Namco Bandai Games,Naruto: Ultimate Ninja 2,0.57
88.0,PS3,Sports,Electronic Arts,NHL 10,0.57
91.0,PS3,Misc,Other,Rock Band 3,0.57
71.0,XB,Shooter,Microsoft Game Studios,Blood Wake,0.57
57.0,PS2,Action,Tecmo Koei,Dynasty Warriors 5: Xtreme Legends,0.57
56.0,XOne,Sports,Take-Two Interactive,WWE 2K15,0.57
77.0,PS2,Sports,Electronic Arts,FIFA World Cup Germany 2006,0.57
74.0,XB,Racing,Activision,Wreckless: ThE YaKuza MisSiOns,0.57
60.0,X360,Shooter,Other,Defiance,0.57
80.0,PS3,Role-Playing,Nippon Ichi Software,Disgaea 4: A Promise Unforgotten,0.57
70.0,XB,Platform,THQ,SpongeBob SquarePants: Battle for Bikini Bottom,0.57
67.0,PS3,Shooter,Bethesda Softworks,Doom 3 BFG Edition,0.57
63.0,X360,Platform,Activision,Spider-Man 3,0.57
74.0,PSP,Action,Konami Digital Entertainment,Pro Evolution Soccer 2012,0.57
69.0,Wii,Shooter,Sega,The Conduit,0.57
67.0,Wii,Misc,Electronic Arts,Trivial Pursuit,0.57
73.0,WiiU,Misc,Ubisoft,Just Dance 2016,0.57
66.0,X360,Action,Disney Interactive Studios,Disney Universe,0.57
87.0,XB,Racing,Microsoft Game Studios,RalliSport Challenge,0.57
58.0,PS2,Action,Capcom,Resident Evil Outbreak File #2,0.57
75.0,PS3,Action,Take-Two Interactive,Top Spin 3,0.57
73.0,PS2,Shooter,Ubisoft,XIII,0.57
78.0,PSP,Action,Eidos Interactive,Tomb Raider: Anniversary,0.57
78.0,3DS,Role-Playing,Other,Rune Factory 4,0.57
77.0,PS3,Role-Playing,SouthPeak Games,3D Dot Game Heroes,0.57
62.0,Wii,Action,THQ,Up,0.56
83.0,PS,Role-Playing,Capcom,Breath of Fire IV,0.56
77.0,GC,Action,Activision,True Crime: Streets of LA,0.56
83.0,PS2,Role-Playing,Square Enix,Odin Sphere,0.56
86.0,PC,Shooter,Electronic Arts,Titanfall,0.56
66.0,PS2,Sports,Electronic Arts,Arena Football,0.56
77.0,GBA,Action,Electronic Arts,The Lord of the Rings: The Return of the King,0.56
78.0,PS2,Sports,Midway Games,NHL Hitz 20-02,0.56
64.0,Wii,Platform,Vivendi Games,The Legend of Spyro: Dawn of the Dragon,0.56
66.0,GBA,Puzzle,Nintendo,Classic NES Series: Dr. Mario,0.56
81.0,XB,Simulation,Electronic Arts,The Sims: Bustin' Out,0.56
63.0,PS2,Sports,Electronic Arts,NCAA March Madness 07,0.56
65.0,PS,Platform,Sony Computer Entertainment,"Monsters, Inc. Scream Team",0.56
76.0,X360,Shooter,THQ,"Warhammer 40,000: Space Marine",0.56
78.0,X360,Action,Take-Two Interactive,Top Spin 3,0.56
55.0,PS2,Sports,Activision,Cabela's Big Game Hunter 2005 Adventures,0.56
71.0,X360,Misc,Warner Bros. Interactive Entertainment,LEGO Rock Band,0.56
81.0,PS2,Fighting,Electronic Arts,Knockout Kings 2001,0.56
80.0,XB,Shooter,Electronic Arts,Battlefield 2: Modern Combat,0.56
74.0,PS3,Action,Ubisoft,Tom Clancy's HAWX,0.56
77.0,PS2,Sports,Acclaim Entertainment,All-Star Baseball 2002,0.56
80.0,GC,Racing,Electronic Arts,Need for Speed: Most Wanted,0.56
50.0,Wii,Adventure,Disney Interactive Studios,Bolt,0.56
68.0,XB,Fighting,THQ,WWE Raw 2,0.56
67.0,PS2,Action,Take-Two Interactive,Manhunt 2,0.56
56.0,PS2,Role-Playing,Square Enix,Fullmetal Alchemist and the Broken Angel,0.56
68.0,PSP,Sports,Activision,Tony Hawk's Project 8,0.56
64.0,PS2,Action,Electronic Arts,Batman Begins,0.56
72.0,X360,Sports,Activision,Tony Hawk's Proving Ground,0.56
56.0,PS2,Misc,Vivendi Games,Dr. Seuss' The Cat in the Hat,0.56
47.0,GBA,Misc,Universal Interactive,Barbie Groovy Games,0.56
72.0,X360,Shooter,Activision,Wolfenstein,0.56
71.0,XB,Platform,Microsoft Game Studios,Blinx: The Time Sweeper,0.56
91.0,PS2,Sports,Sega,ESPN NFL Football,0.56
81.0,XB,Sports,Take-Two Interactive,Major League Baseball 2K5,0.56
72.0,Wii,Puzzle,Nintendo,Tetris Party Deluxe,0.56
83.0,PSV,Action,Sony Computer Entertainment,Gravity Rush,0.56
77.0,XOne,Action,Microsoft Game Studios,Quantum Break,0.56
75.0,PSP,Puzzle,Ignition Entertainment,Archer Maclean's Mercury,0.56
58.0,X360,Action,Ubisoft,TMNT,0.56
59.0,PS2,Shooter,Codemasters,Soldier of Fortune: Gold Edition,0.56
77.0,PSP,Role-Playing,Square Enix,Final Fantasy IV: The Complete Collection,0.56
75.0,X360,Shooter,THQ,Frontlines: Fuel of War,0.56
76.0,PS2,Racing,THQ,MX 2002 Featuring Ricky Carmichael,0.56
88.0,XB,Sports,Electronic Arts,NCAA Football 07,0.56
78.0,PS,Role-Playing,Other,Lunar: Silver Star Story Complete,0.55
68.0,DS,Simulation,Other,Harvest Moon: The Tale of Two Towns,0.55
83.0,Wii,Action,Rising Star Games,No More Heroes,0.55
84.0,PS3,Action,Sony Computer Entertainment,God of War: Origins Collection,0.55
47.0,Wii,Platform,Take-Two Interactive,Dora The Explorer: Dora Saves the Snow Princess,0.55
80.0,PS2,Action,Eidos Interactive,Soul Reaver 2,0.55
94.0,PS2,Action,Konami Digital Entertainment,Metal Gear Solid 3: Subsistence,0.55
80.0,PS3,Action,Namco Bandai Games,Enslaved: Odyssey to the West,0.55
68.0,XB,Fighting,THQ,WWF Raw,0.55
81.0,XOne,Misc,Activision,Guitar Hero Live,0.55
67.0,PS2,Action,Sony Computer Entertainment,Extermination,0.55
68.0,PS2,Adventure,Ubisoft,Batman: Vengeance,0.55
76.0,PSV,Sports,Sony Computer Entertainment,Hot Shots Golf: World Invitational,0.55
93.0,XB,Sports,Activision,Tony Hawk's Pro Skater 3,0.55
82.0,GBA,Platform,Capcom,Mega Man Zero,0.55
75.0,PS4,Action,Capcom,Resident Evil: Revelations 2,0.55
81.0,PS3,Sports,Take-Two Interactive,NBA 2K8,0.55
92.0,Wii,Platform,Ubisoft,Rayman Origins,0.55
70.0,PC,Action,Ubisoft,Assassin's Creed: Unity,0.55
63.0,X360,Racing,THQ,MX vs. ATV: Alive,0.55
72.0,XB,Platform,Activision,Shrek 2,0.55
67.0,DS,Simulation,THQ,Purr Pals,0.55
86.0,PC,Action,Ubisoft,Assassin's Creed II,0.55
79.0,GBA,Platform,THQ,Tak and the Power of Juju,0.55
70.0,X360,Misc,Microsoft Game Studios,Lips: Number One Hits,0.55
68.0,XB,Shooter,Acclaim Entertainment,Turok: Evolution,0.55
76.0,PS2,Racing,Sony Computer Entertainment,Jak X: Combat Racing,0.55
41.0,PS2,Misc,Codemasters,American Idol,0.55
74.0,XB,Shooter,Take-Two Interactive,Red Dead Revolver,0.55
67.0,DS,Puzzle,Deep Silver,CrossworDS,0.55
82.0,DS,Simulation,THQ,Viva Pinata: Pocket Paradise,0.55
75.0,PS3,Platform,Other,Sly Cooper: Thieves in Time,0.54
47.0,PS2,Action,Sega,Iron Man,0.54
77.0,PS3,Shooter,Take-Two Interactive,Spec Ops: The Line,0.54
74.0,XB,Platform,THQ,The SpongeBob SquarePants Movie,0.54
80.0,PS3,Sports,Electronic Arts,NHL 14,0.54
77.0,PS3,Racing,Codemasters,F1 2013,0.54
70.0,PS3,Fighting,THQ,Legends of WrestleMania,0.54
80.0,X360,Sports,Electronic Arts,Tiger Woods PGA Tour 08,0.54
82.0,XB,Simulation,Konami Digital Entertainment,Dance Dance Revolution Ultramix,0.54
66.0,PS2,Racing,Vivendi Games,Crash Tag Team Racing,0.54
75.0,PS2,Strategy,Square Enix,Front Mission 4,0.54
88.0,PSV,Platform,Ubisoft,Rayman Origins,0.54
72.0,PS3,Shooter,Vivendi Games,F.E.A.R.,0.54
82.0,X360,Action,Namco Bandai Games,Enslaved: Odyssey to the West,0.54
70.0,PSP,Fighting,Atari,Dragon Ball Z: Shin Budokai,0.54
75.0,PS3,Sports,Electronic Arts,Tiger Woods PGA Tour 13,0.54
58.0,PS3,Action,Tecmo Koei,Dynasty Warriors: Gundam 3,0.54
84.0,XB,Fighting,Electronic Arts,Def Jam: Fight for NY,0.54
84.0,Wii,Sports,Electronic Arts,Tiger Woods PGA Tour 11,0.54
81.0,PS3,Sports,Electronic Arts,NBA Live 10,0.54
77.0,X360,Shooter,THQ,Metro 2033,0.54
85.0,GC,Action,Nintendo,Fire Emblem: Path of Radiance,0.54
78.0,DS,Adventure,Nintendo,Hotel Dusk: Room 215,0.54
69.0,3DS,Role-Playing,Square Enix,Final Fantasy Explorers,0.54
87.0,GC,Sports,Electronic Arts,SSX Tricky,0.54
74.0,XB,Shooter,Activision,Greg Hastings' Tournament Paintball,0.54
89.0,PS2,Sports,Sega,ESPN NBA Basketball,0.54
55.0,X360,Fighting,Namco Bandai Games,Dragon Ball Z: Ultimate Tenkaichi,0.54
71.0,X360,Role-Playing,Deep Silver,Sacred 2: Fallen Angel,0.54
67.0,X360,Role-Playing,Unknown,Two Worlds II,0.54
58.0,PS2,Platform,Activision,Over the Hedge,0.54
80.0,PS,Sports,Activision,Mat Hoffman's Pro BMX,0.54
47.0,DS,Action,Disney Interactive Studios,Phineas and Ferb: Across the 2nd Dimension,0.54
81.0,X360,Sports,Electronic Arts,NHL 14,0.54
59.0,PS2,Platform,Vivendi Games,The Hobbit,0.54
80.0,PS2,Fighting,Sony Computer Entertainment,War of the Monsters,0.54
41.0,Wii,Action,Electronic Arts,Harry Potter and the Deathly Hallows - Part 1,0.54
88.0,GC,Sports,Electronic Arts,NBA Street Vol. 2,0.54
83.0,PS2,Action,Vivendi Games,The Incredible Hulk: Ultimate Destruction,0.54
58.0,PS3,Shooter,Namco Bandai Games,Time Crisis: Razing Storm,0.54
46.0,Wii,Sports,Ubisoft,Summer Sports: Paradise Island,0.53
81.0,PS2,Shooter,Namco Bandai Games,Time Crisis II,0.53
78.0,PS2,Sports,Electronic Arts,NCAA March Madness 06,0.53
62.0,WiiU,Action,Warner Bros. Interactive Entertainment,LEGO Dimensions,0.53
83.0,PSP,Role-Playing,Sega,Valkyria Chronicles II,0.53
85.0,Wii,Fighting,Capcom,Tatsunoko vs. Capcom: Ultimate All-Stars,0.53
78.0,DS,Role-Playing,Rising Star Games,Rune Factory: A Fantasy Harvest Moon,0.53
75.0,PS2,Action,Eidos Interactive,Legacy of Kain: Defiance,0.53
78.0,PS2,Sports,Electronic Arts,NCAA March Madness 2005,0.53
51.0,PS,Racing,Electronic Arts,007 Racing,0.53
87.0,PSP,Role-Playing,Square Enix,Tactics Ogre: Let Us Cling Together,0.53
58.0,PS2,Shooter,Other,Conflict: Vietnam,0.53
82.0,PS3,Role-Playing,Nippon Ichi Software,Dragon's Crown,0.53
78.0,PS2,Sports,Midway Games,MLB SlugFest 20-04,0.53
78.0,XB,Sports,Midway Games,Blitz: The League,0.53
62.0,Wii,Action,Take-Two Interactive,Manhunt 2,0.53
70.0,XOne,Misc,Ubisoft,Just Dance 2015,0.53
69.0,XOne,Action,Warner Bros. Interactive Entertainment,The LEGO Movie Videogame,0.53
91.0,PC,Shooter,Activision,Overwatch,0.53
82.0,XB,Action,Ubisoft,Peter Jackson's King Kong: The Official Game of the Movie,0.53
89.0,XB,Racing,Electronic Arts,Burnout Revenge,0.53
72.0,XB,Shooter,Electronic Arts,Medal of Honor: European Assault,0.53
71.0,PS2,Platform,Electronic Arts,Ty the Tasmanian Tiger 2: Bush Rescue,0.53
59.0,XB,Action,Universal Interactive,The Lord of the Rings: The Fellowship of the Ring,0.53
63.0,PS2,Sports,Sony Computer Entertainment,NBA 06,0.53
72.0,Wii,Racing,Nintendo,Excite Truck,0.53
69.0,DS,Role-Playing,Konami Digital Entertainment,Magician's Quest: Mysterious Times,0.53
81.0,GC,Role-Playing,Activision,X-Men Legends,0.53
88.0,PC,Strategy,Activision,StarCraft II: Legacy of the Void,0.53
56.0,DS,Puzzle,Other,Jewel Master Egypt,0.53
73.0,PSP,Racing,Sony Computer Entertainment,ModNation Racers,0.53
75.0,DS,Fighting,THQ,WWE SmackDown vs. Raw 2010,0.53
69.0,PS2,Action,Take-Two Interactive,Oni,0.53
61.0,PSP,Shooter,Ubisoft,Tom Clancy's Ghost Recon Advanced Warfighter 2,0.53
47.0,Wii,Action,THQ,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.53
43.0,PS3,Shooter,Warner Bros. Interactive Entertainment,Terminator Salvation,0.53
60.0,DS,Action,Activision,How to Train Your Dragon,0.53
82.0,GC,Action,Electronic Arts,The Lord of the Rings: The Two Towers,0.53
91.0,PC,Action,Warner Bros. Interactive Entertainment,Batman: Arkham City,0.53
68.0,PS2,Racing,THQ,Juiced,0.53
84.0,PS2,Action,Take-Two Interactive,The Warriors,0.53
76.0,DS,Shooter,Nintendo,Star Fox Command,0.53
83.0,PS3,Shooter,Electronic Arts,Bulletstorm,0.53
66.0,PS2,Shooter,Activision,Return to Castle Wolfenstein: Operation Resurrection,0.53
81.0,GBA,Sports,Nintendo,Mario Tennis: Power Tour,0.52
82.0,Other,Simulation,Sega,Seaman,0.52
55.0,PS,Adventure,Konami Digital Entertainment,The Grinch,0.52
66.0,PS3,Misc,Ubisoft,Michael Jackson: The Experience,0.52
76.0,PS3,Racing,THQ,Stuntman: Ignition,0.52
77.0,X360,Shooter,Warner Bros. Interactive Entertainment,F.E.A.R. 2: Project Origin,0.52
69.0,DS,Role-Playing,Sega,Mystery Dungeon: Shiren the Wanderer,0.52
41.0,Wii,Racing,Ubisoft,GT Pro Series,0.52
79.0,X360,Sports,Electronic Arts,Tiger Woods PGA Tour 11,0.52
46.0,PS2,Action,Sega,The Golden Compass,0.52
89.0,PS,Role-Playing,Other,Final Fantasy Chronicles,0.52
68.0,PSP,Racing,Codemasters,F1 2009,0.52
73.0,PS,Shooter,Sony Computer Entertainment,Syphon Filter 3,0.52
87.0,PS2,Action,Konami Digital Entertainment,Metal Gear Solid 2: Substance,0.52
68.0,Wii,Role-Playing,Namco Bandai Games,Tales of Symphonia: Dawn of the New World,0.52
73.0,X360,Sports,Electronic Arts,NBA Live 08,0.52
70.0,DS,Action,Warner Bros. Interactive Entertainment,Guinness World Records: The Videogame,0.52
86.0,PS2,Puzzle,Electronic Arts,We Love Katamari,0.52
79.0,X360,Misc,Warner Bros. Interactive Entertainment,Sesame Street: Once Upon A Monster,0.52
90.0,XB,Sports,Electronic Arts,NCAA Football 2003,0.52
56.0,Wii,Simulation,505 Games,We Cheer,0.52
76.0,PS3,Sports,Electronic Arts,Madden NFL 07,0.52
68.0,PS,Fighting,Midway Games,Ready 2 Rumble Boxing: Round 2,0.52
71.0,WiiU,Action,Warner Bros. Interactive Entertainment,LEGO Jurassic World,0.52
75.0,PS3,Sports,Electronic Arts,NBA Live 09,0.52
61.0,PS4,Action,Electronic Arts,Rory McIlroy PGA Tour,0.52
65.0,PS3,Misc,Sony Computer Entertainment,SingStar Dance,0.52
68.0,PS4,Role-Playing,Square Enix,Lords of the Fallen,0.52
78.0,PS2,Sports,Electronic Arts,Swing Away Golf,0.52
82.0,PS2,Action,Eidos Interactive,Tomb Raider: Legend,0.52
